Facility PK,Name,Service Category,Service Type,BuildingNumber,PartnerType,PartnerTypeDetailed,Address,Address 2,Borough,Zip Code,Latitude,Longitude,Zip Code,AdditionalInfo,StartDate,EndDate,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Condoms (Male),FC2 (Female/Insertive Condoms),Lubricant,Facility Type,Website,Community Board,Council District,Census Tract,BIN,BBL,NTA
61070903,Community Healthcare Network - Sutphin Health Center,Free Safer Sex Products,Condoms and Lubricant,,Community Health Center,Clinical Facility,"97-04 Sutphin Boulevard,n/a",,Queens,11435,40.69715415,-73.80568855,(718) 883-1176,Find free safer sex products inside a dispenser located in the front at this clinical facility.,1.90E+13,1.90E+13,8:00 AM - 6:00 PM,8:00 AM - 8:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,9:00 AM - 4:00 PM,,TRUE,FALSE,FALSE,,,412,28,20800,4214585,4100300006,QN61
61071021,HASA Center #13  Waverly,Free Safer Sex Products,Condoms and Lubricant,,Government,Community Center,12 West 14 Street,,Manhattan,10011,40.73629438,-73.99434198,NA,Find free safer sex products inside a dispenser located in the waiting room at this community center.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,TRUE,,,102,3,6300,1009716,1005770034,MN23
61070867,B-Side,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,204 Avenue B,,Manhattan,10009,40.72839862,-73.97879577,718-708-8545,Find free safer sex products inside a fishbowl located in the front near the entrance at this bar/lounge.,1.90E+13,1.90E+13,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,TRUE,FALSE,TRUE,,,103,2,3400,1005218,1004060035,MN22
61071349,Wyckoff Heights Medical Center - Positive Health Clinic,Free Safer Sex Products,Condoms and Lubricant,,Hospital,Clinical Facility,"1610 DeKalb Avenue,1st Floor",,Brooklyn,11237,40.70388085,-73.91963257,(718) 302-8481,Find free safer sex products inside a dispenser/fishbowl located in the front at this clinical facility.,1.90E+13,1.90E+13,8:30 AM - 5:00 PM,8:30 AM - 5:00 PM,8:30 AM - 5:00 PM,8:30 AM - 5:00 PM,8:30 AM - 5:00 PM,,,TRUE,FALSE,TRUE,,http://www.wyckoffhospital.org/departments/clinical/administrative/positive-health-management,304,37,44500,3393931,3032487502,BK77
61071207,Phoenix,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,447 East 13 Street,,Manhattan,10009,40.73020797,-73.9820028,NA,Find free safer sex products inside a dispenser located in the front near the entrance at this bar/lounge.,1.90E+13,1.90E+13,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,TRUE,FALSE,FALSE,,,103,2,3400,1006022,1004410035,MN22
61071086,La Ruana Paisa Restaurant & Bar,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,92-03 37 Avenue,,Queens,11372,40.75074333,-73.8748612,212-568-4014,Find free safer sex products inside a dispenser located near the restroom at this bar/lounge.,1.90E+13,1.90E+13,10:00 AM - 11:00 PM,10:00 AM - 11:00 PM,10:00 AM - 11:00 PM,10:00 AM - 11:00 PM,10:00 AM - 1:00 AM,10:00 AM - 1:00 AM,10:00 AM - 11:00 PM,TRUE,FALSE,FALSE,,,403,25,27500,4036100,4014660039,QN28
61071053,Image Salon,Free Safer Sex Products,Condoms and Lubricant,,Business,Barbershop,87-15 Roosevelt Avenue,,Queens,11372,40.74814581,-73.87907428,718-708-8545,Find free safer sex products inside a dispenser located in the back near the restroom at this barbershop.,1.90E+13,1.90E+13,10:00 AM - 8:00 PM,10:00 AM - 8:00 PM,10:00 AM - 8:00 PM,10:00 AM - 8:00 PM,10:00 AM - 8:00 PM,10:00 AM - 8:00 PM,10:00 AM - 8:00 PM,TRUE,FALSE,FALSE,,,403,21,27900,4036272,4014750027,QN28
61070780,Aid for AIDS,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,"131 Varick Street,Suite 1006",,Manhattan,10013,40.72538942,-74.00584109,(212) 337-8043,Find free safer sex products inside a fishbowl located in our front desk at this location.,1.90E+13,1.90E+13,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,,,TRUE,TRUE,TRUE,,http://aidforaids.org/new-york,102,3,3700,1009740,1005790030,MN24
61071329,Unity Fellowship Church,Free Safer Sex Products,Condoms and Lubricant,,Faith-Based Organization,Christian Organization,521 West 126 Street,,Manhattan,10027,40.81484383,-73.95630431,NA,Find free safer sex products inside a fishbowl located in the front near the door at this christian organization.,1.90E+13,1.90E+13,,,,,,,2:00 PM - 4:00 PM,TRUE,TRUE,TRUE,,,109,7,21900,1084122,1019830011,MN06
61070864,Brownsville Multi-Service Family Health Center @  Ashford,Free Safer Sex Products,Condoms and Lubricant,,Community Health Center,Other,"650 Ashford Street,N/A",,Brooklyn,11207,40.66573539,-73.88304514,(718) 345-5000,Find free safer sex products inside a condom dispenser located at the reception counter at this location.,1.90E+13,1.90E+13,8:30 AM - 8:00 PM,8:30 AM - 4:30 PM,8:30 AM - 8:00 PM,8:30 AM - 4:30 PM,8:30 AM - 4:30 PM,8:30 AM - 4:30 PM,,TRUE,TRUE,TRUE,,www.bmsfhc.wix.com/bms-family-health,305,42,112200,3096963,3043110007,BK85
61071040,Hilam Barbershop,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,289 Buffalo Avenue,,Brooklyn,11213,40.66903716,-73.92552527,(347) 755-7893,Find free safer sex products at this location.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,TRUE,,,308,41,35900,3037414,3013930001,BK61
61070843,Boriken Neighborhood Health Center,Free Safer Sex Products,Condoms and Lubricant,,Community Health Center,Clinical Facility,"2265 3 Avenue,Basement",,Manhattan,10035,40.80248058,-73.93668828,(212) 289-6650,Find free safer sex products inside a dispenser/ fishbowl located all around the center at this clinical facility.,1.90E+13,1.90E+13,8:00 AM - 6:00 PM,8:00 AM - 5:00 PM,8:00 AM - 6:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 4:00 PM,,TRUE,TRUE,FALSE,,www.boriken.org,111,8,19400,1054630,1017880001,MN34
61071319,Tri-Road Pharmacy,Free Safer Sex Products,Condoms and Lubricant,,Pharmacy,Other,"791 Westchester Avenue,n/a",,Bronx,10455,40.81852836,-73.90394723,718-618-7692,Find free safer sex products inside a glass jar located by the pharmacy counter at this location.,1.90E+13,1.90E+13,10:30 AM - 9:00 PM,10:30 AM - 9:00 PM,10:30 AM - 9:00 PM,10:30 AM - 9:00 PM,10:30 AM - 9:00 PM,12:00 PM - 6:00 PM,,TRUE,TRUE,TRUE,,,201,17,7700,2088184,2026550020,BX34
61070851,Brandy's Piano Bar,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,235 East 84 Street,,Manhattan,10028,40.77713558,-73.95406166,212-951-1518,Find free safer sex products inside a fishbowl located on the bar at this bar/lounge.,1.90E+13,1.90E+13,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,TRUE,FALSE,FALSE,,,108,5,14601,1048734,1015300015,MN32
61071091,Latino Commission on AIDS,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Social Service,"24 West 25 Street,9th Floor",,Manhattan,10010,40.74337558,-73.99000358,(212) 675-3288,"Find free safer sex products inside a fishbowl, baskets, bowls located by the front desk and counseling rooms at this social service.",1.90E+13,1.90E+13,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,,,TRUE,TRUE,TRUE,,,105,3,5800,1080686,1008260057,MN13
61070877,Celeste Beauty Salon,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,201 West 106 Street,,Manhattan,10025,40.80050851,-73.96587092,(212) 865-6040,Find free safer sex products at this location.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,TRUE,,,107,7,19500,1056637,1018780029,MN09
61071010,Hairos Night Club,Free Safer Sex Products,Condoms and Lubricant,,Community Health Center,Other,81-09 Roosevelt Avenue,,Queens,11372,40.74755596,-73.88466577,(718) 507-6158,Find free safer sex products at this location.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,TRUE,,,403,21,28300,4030023,4012920045,QN28
61071107,Luv Story,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,894 Wyckoff Avenue,,Brooklyn,11237,40.69704478,-73.90666898,212-971-0626,Find free safer sex products inside a dispenser located to the right of the bar at this bar/lounge.,1.90E+13,1.90E+13,,,,,5:30 PM - 2:00 AM,,,TRUE,FALSE,FALSE,,,304,37,43900,3393935,3033930054,BK77
61070778,African Services Committee,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Social Service,"429 West 127 Street,2nd Floor",,Manhattan,10027,40.81299565,-73.95384896,(212) 222-3882,Find free safer sex products inside a wicker basket/clear bowl located in the front desk/testing rooms at this social service.,1.90E+13,1.90E+13,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,,,TRUE,TRUE,TRUE,,http://www.africanservices.org/what-we-do,109,7,21303,1084104,1019670060,MN06
61071057,International House,Free Safer Sex Products,Condoms and Lubricant,,Education,Student Housing,"155 Claremont Avenue,South Building",,Manhattan,10027,40.8134595,-73.96122924,212-316-0723,Find free safer sex products inside a dispenser located in the south building laundry room at this student housing.,1.90E+13,1.90E+13,,,,,,,,TRUE,FALSE,FALSE,,,109,7,21100,1059870,1019940057,MN09
61070931,Delia Unisex Dominican Stylist,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,145 East 98 Street,,Brooklyn,11212,40.66364642,-73.9214258,(718) 771-2327,Find free safer sex products at this location.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,TRUE,,,316,41,89200,3393311,3035480001,BK81
61071170,NYC College of Technology School,Free Safer Sex Products,Condoms and Lubricant,,Education,College/University,"300 Jay Street,Student Wellness Center (G-414)",,Brooklyn,11201,40.69553948,-73.98714023,718-260-5910,Find free safer sex products inside a dispenser (2) located in room g414 wellness center on the 4th floor at this college/university.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,TRUE,,,302,33,1300,3335892,3001280001,BK38
61070769,9th Ave Saloon,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,656 9 Avenue,,Manhattan,10036,40.76079664,-73.99088535,646-362-5363,Find free safer sex products inside a fishbowl located in the back near the photobooth at this bar/lounge.,1.90E+13,1.90E+13,12:00 PM - 4:00 AM,12:00 PM - 4:00 AM,12:00 PM - 4:00 AM,12:00 PM - 4:00 AM,12:00 PM - 4:00 AM,12:00 PM - 4:00 AM,12:00 PM - 4:00 AM,TRUE,FALSE,TRUE,,,104,3,12100,1025030,1010360062,MN15
61070850,Branded Saloon,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,603 Vanderbilt Avenue,,Brooklyn,11238,40.67927851,-73.96826224,NA,Find free safer sex products inside a dispenser located in the back near the restroom at this bar/lounge.,1.90E+13,1.90E+13,4:00 PM - 2:00 AM,4:00 PM - 2:00 AM,4:00 PM - 2:00 AM,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,12:00 PM - 4:00 AM,12:00 PM - 2:00 AM,TRUE,FALSE,TRUE,,,308,35,20500,3028200,3011450013,BK64
61071200,"Parallax Center, Inc.",Free Safer Sex Products,Condoms and Lubricant,,Hospital,Other,"145 East 32 Street,Floor 6",,Manhattan,10016,40.7449553,-73.98027013,212-779-9207,Find free safer sex products inside a basket located in the bathroom at this location.,1.90E+13,1.90E+13,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 PM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 2:30 PM,9:00 AM - 2:30 PM,TRUE,TRUE,TRUE,,,106,2,7200,1018476,1008880027,MN20
61071115,McKennas Pub,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,250 West 14 Street,,Manhattan,10011,40.73914633,-74.00112588,NA,Find free safer sex products inside a dispenser located in the front near the entrance at this bar/lounge.,1.90E+13,1.90E+13,,,,,,,,TRUE,FALSE,FALSE,,,102,3,7700,1011097,1006180008,MN23
61071155,New Image Beauty Salon,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,1661 St Johns Place,,Brooklyn,11233,40.67009709,-73.92206344,(347) 772-6572,Find free safer sex products at this location.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,TRUE,,,316,41,36100,3039446,3014700080,BK79
61071163,Nowhere,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,322 East 14 Street,,Manhattan,10003,40.73196218,-73.98405538,212-333-4177,Find free safer sex products inside a fishbowl located on the bar and near the restrooms at this bar/lounge.,1.90E+13,1.90E+13,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,TRUE,FALSE,TRUE,,,103,2,4000,1006514,1004550018,MN22
61070970,Erin'S Pharmacy,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,360 East 4 Street,,Manhattan,10009,40.72143229,-73.97819192,(212) 677-7335,Find free safer sex products at this location.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,TRUE,,,103,2,2601,1004392,1003730032,MN28
61071049,Huggies Brownstone Inn Club,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,1550 Fulton Street,,Brooklyn,11216,40.67980189,-73.93897202,(347) 932-4361,Find free safer sex products at this location.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,TRUE,,,303,36,27100,3053856,3018640031,BK61
61070927,Davidson Community Center,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Community Center,2038 Davidson Avenue,,Bronx,10453,40.85353043,-73.90874034,(718) 731-6360,Find free safer sex products inside a dispenser located in the front at this community center.,1.90E+13,1.90E+13,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,10:00 AM - 4:00 PM,,TRUE,TRUE,TRUE,,,205,14,24300,2008399,2028630028,BX36
61070905,Comprehensive Health Program,Free Safer Sex Products,Condoms and Lubricant,,Hospital,None,"180 Ft Washington Avenue,6th Floor",,Manhattan,10032,40.84139589,-73.94256748,212-305-3174,Find free safer sex products inside a bin located in the waiting area at this location.,1.90E+13,1.90E+13,8:30 AM - 5:00 PM,8:30 AM - 5:00 AM,8:30 AM - 5:00 PM,8:30 AM - 5:00 PM,8:30 AM - 5:00 PM,,,TRUE,TRUE,TRUE,,,112,10,25100,1084386,1021380040,MN36
61071096,Leslie Lohman Museum,Free Safer Sex Products,Condoms and Lubricant,,Business,Museum,26 Wooster Street,,Manhattan,10013,40.72169781,-74.00320358,718-610-2870,Find free safer sex products inside a fishbowl located at the front desk at this museum.,1.90E+13,1.90E+13,,,12:00 PM - 6:00 PM,12:00 PM - 8:00 PM,12:00 PM - 6:00 PM,12:00 PM - 6:00 PM,12:00 PM - 6:00 PM,TRUE,FALSE,FALSE,,,102,1,4700,1077455,1002290020,MN24
61071133,Monkey Room,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,589 Ft Washington Avenue,,Manhattan,10033,40.85462262,-73.93705056,718-779-0128,Find free safer sex products inside a fishbowl located on the bar at this bar/lounge.,1.90E+13,1.90E+13,3:00 PM - 10:00 PM,3:00 PM - 10:00 PM,3:00 PM - 10:00 PM,3:00 PM - 10:00 PM,3:00 PM - 10:00 PM,11:00 AM - 10:00 PM,11:00 AM - 10:00 PM,TRUE,FALSE,FALSE,,,112,10,27300,1064357,1021790215,MN35
61070896,Columbia Pharmacy,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,3921 Broadway,,Manhattan,10032,40.83853814,-73.94161586,(212) 928-6342,Find free safer sex products at this location.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,TRUE,,,112,7,24500,1063372,1021370145,MN36
61071222,Prominis Medical Office,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,297 Marcus Garvey Boulevard,,Brooklyn,11221,40.68728685,-73.93888582,(718) 453-9377,Find free safer sex products at this location.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,TRUE,,,303,36,27700,3325019,3016340001,BK35
61071104,Los Brothers Barbershop,Free Safer Sex Products,Condoms and Lubricant,,Business,Barbershop,12 East Burnside Avenue,,Bronx,10453,40.85369927,-73.90706645,NA,Find free safer sex products inside a dispenser located near the entrance at this barbershop.,1.90E+13,1.90E+13,,,,,,,,TRUE,FALSE,FALSE,,,205,14,24100,2097274,2028540044,BX41
61071154,New Era Restaurant,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,366 Utica Avenue,,Brooklyn,11213,40.66567026,-73.93142977,(718) 676-1142,Find free safer sex products at this location.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,TRUE,,,309,35,35100,3038126,3014140045,BK61
61071344,Wikid Tattoos,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,378 Central Avenue,,Brooklyn,11221,40.69415241,-73.918274,(917) 205-7335,Find free safer sex products at this location.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,TRUE,,,304,34,41700,3076271,3033320035,BK78
61070911,Country Barber & Beauty Salon,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,9126 Avenue L,,Brooklyn,11236,40.63597282,-73.89945147,(347) 673-5320,Find free safer sex products at this location.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,TRUE,,,318,46,100800,3232573,3082560047,BK50
61071318,Trendsettas Too Salon,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,"577 New Lots Avenue,BROOKLYN",,Brooklyn,11207,40.66428517,-73.88755335,(718) 975-4484,Find free safer sex products at this location.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,TRUE,,,305,42,112400,3090696,3040880038,BK82
61071068,"Joseph P. Addabbo Family Health Center, Inc.",Free Safer Sex Products,Condoms and Lubricant,,Community Health Center,Clinical Facility,"62-00 Beach Channel Drive,Special Care Department",,Queens,11692,40.59330516,-73.79166119,(718) 945-7150,Find free safer sex products inside a bowl located in the patient waiting room at this clinical facility.,1.90E+13,1.90E+13,8:30 AM - 5:00 PM,8:30 AM - 5:00 PM,8:30 AM - 5:00 PM,8:30 AM - 5:00 PM,8:30 AM - 5:00 PM,8:30 AM - 5:00 PM,,TRUE,TRUE,TRUE,,addabbo.org,414,31,96400,4302404,4160150001,QN12
61071077,Klimat,Free Safer Sex Products,Condoms and Lubricant,,Business,Restaurant,77 East 7 Street,,Manhattan,10003,40.72732384,-73.98656763,NA,Find free safer sex products inside a fishbowl located in the back near the restroom at this restaurant.,1.90E+13,1.90E+13,,,,,,,,TRUE,FALSE,FALSE,,,103,2,3800,1006346,1004490043,MN22
61070906,Congregation Beit Simchat Torah,Free Safer Sex Products,Condoms and Lubricant,,Faith-Based Organization,Jewish Organization,130 West 30 Street,,Manhattan,10001,40.74769863,-73.99065978,646-364-9600,"Find free safer sex products inside a fishbowl located down the staircase in the back left, on a table in front of restrooms at this jewish organization.",1.90E+13,1.90E+13,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,,,TRUE,TRUE,TRUE,,,105,3,9500,1015150,1008057501,MN17
61071168,NYC Central Harlem Sexual Health Clinic,Free Safer Sex Products,Condoms and Lubricant,,Sexual Health Clinics (NYC DOHMH),Clinical Facility,"2238 5 Avenue,1st Floor",,Manhattan,10037,40.81363815,-73.93699193,311,Find free safer sex products inside a fishbowl located in the clinic waiting areas at this NYC Sexual Health Clinic (DOHMH),1.90E+13,1.90E+13,8:30 AM - 3:30 PM,8:30 AM - 3:30 PM,8:30 AM - 3:30 PM,8:30 AM - 3:30 PM,8:30 AM - 3:30 PM,,,TRUE,FALSE,FALSE,,http://www1.nyc.gov/site/doh/services/sexual-health-clinics.page,110,9,21200,1053900,1017340034,MN03
61071240,Rose African Hair Braiding,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,708 Ralph Avenue,,Brooklyn,11212,40.66547508,-73.92236444,(718) 953-3037,Find free safer sex products at this location.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,TRUE,,,316,41,90000,3080769,3035080001,BK81
61071206,Perfect Eyebrows And Threading Salon,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,141 West 116 Street,,Manhattan,10026,40.80254244,-73.95090881,(212) 222-4831,Find free safer sex products at this location.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,TRUE,,,110,9,21800,1057395,1019010012,MN11
61070861,Brooklyn Hair Squad,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,311 Utica Avenue,,Brooklyn,11213,40.6673527,-73.9312478,(718) 221-9855,Find free safer sex products at this location.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,TRUE,,,309,41,34900,3037791,3014030006,BK61
61071058,Ipico Barber Shop,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,609E West 173 Street,,Manhattan,10032,40.8443551,-73.93803256,(646) 620-2314,Find free safer sex products at this location.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,TRUE,,,112,10,26300,1063526,1021430021,MN36
